niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
4.8100e+02,4.0000e+00,3.2677e+01,-1.5115e+05,-1.5116e+05,-6.0087e-01,-1.5116e+05,1.4119e-01,7.9786e+00,1.5143e+05,4.0976e+03,6.1709e-02,-1.1025e+00,-1.3046e+00,2.4089e+00,4.5952e-01,2.8568e+00,4.2973e+00,3.1394e+01
4.8200e+02,1.0000e+00,3.2722e+01,-1.5096e+05,-1.5097e+05,-6.0212e-01,-1.5097e+05,1.4120e-01,7.9799e+00,1.5115e+05,4.1036e+03,-3.7366e-01,-1.5257e+00,1.8465e+00,1.6077e+00,6.5853e-01,2.7819e+00,2.0003e+00,2.9144e+01
4.8300e+02,2.0000e+00,3.2746e+01,-1.5091e+05,-1.5092e+05,-6.0337e-01,-1.5092e+05,1.4121e-01,7.9811e+00,1.5095e+05,4.1152e+03,-6.2007e-01,-1.2397e+00,-1.0281e+00,-5.0545e-01,1.3440e+00,3.9879e+00,3.8322e+00,3.1690e+01
4.8400e+02,2.0000e+00,3.2769e+01,-1.5085e+05,-1.5086e+05,-6.0462e-01,-1.5086e+05,1.4122e-01,7.9824e+00,1.5090e+05,4.1272e+03,3.1653e-01,-1.3474e+00,-4.9721e-01,2.4983e+00,2.4923e+00,4.0842e+00,5.1061e+00,2.9889e+01
4.8500e+02,3.0000e+00,3.2770e+01,-1.5084e+05,-1.5085e+05,-6.0587e-01,-1.5085e+05,1.3895e-01,7.7274e+00,1.5084e+05,4.1445e+03,2.2955e-01,-8.0692e-01,-8.3709e-01,2.2950e+00,2.1048e+00,3.8436e+00,2.7413e+00,3.0684e+01
4.8600e+02,1.0000e+00,3.2816e+01,-1.5082e+05,-1.5083e+05,-6.0712e-01,-1.5083e+05,1.4124e-01,7.9849e+00,1.5083e+05,4.1502e+03,3.5361e-02,-1.8294e+00,9.3126e-01,-6.2085e-01,5.9501e-01,4.1063e+00,3.3613e+00,3.1569e+01
4.8700e+02,1.0000e+00,3.2861e+01,-1.5080e+05,-1.5080e+05,-6.0837e-01,-1.5080e+05,1.4125e-01,7.9861e+00,1.5081e+05,4.1563e+03,-1.8581e-01,-1.2576e+00,1.4388e+00,4.9805e-01,3.3235e-01,3.3497e+00,5.0120e+00,2.9741e+01
4.8800e+02,4.0000e+00,3.2840e+01,-1.5004e+05,-1.5005e+05,-6.0962e-01,-1.5005e+05,1.4127e-01,7.9874e+00,1.5079e+05,4.1802e+03,8.9370e-02,-9.9017e-01,-1.6127e+00,7.0096e-01,2.8808e+00,4.5713e+00,5.7524e+00,3.1518e+01
4.8900e+02,1.0000e+00,3.2885e+01,-1.4964e+05,-1.4964e+05,-6.1087e-01,-1.4964e+05,1.4128e-01,7.9886e+00,1.5003e+05,4.1863e+03,-6.1619e-01,-8.0936e-01,1.1889e+00,1.3963e+00,3.7595e+00,4.1264e+00,5.1296e+00,3.0349e+01
4.9000e+02,2.0000e+00,3.2908e+01,-1.4954e+05,-1.4955e+05,-6.1212e-01,-1.4955e+05,1.4129e-01,7.9899e+00,1.4963e+05,4.1981e+03,-4.9411e-02,-1.3425e+00,-1.1560e+00,1.5399e+00,1.9892e+00,4.9143e+00,3.8570e+00,3.0010e+01
4.9100e+02,2.0000e+00,3.2931e+01,-1.4951e+05,-1.4952e+05,-6.1337e-01,-1.4952e+05,1.4130e-01,7.9911e+00,1.4953e+05,4.2097e+03,-9.5051e-01,-1.5704e+00,9.2917e-01,3.2286e+00,3.0185e-01,3.7469e+00,2.3160e+00,3.1423e+01
4.9200e+02,2.0000e+00,3.2954e+01,-1.4936e+05,-1.4937e+05,-6.1462e-01,-1.4937e+05,1.4131e-01,7.9924e+00,1.4951e+05,4.2215e+03,3.1921e-01,-6.0700e-01,5.6188e-01,-7.1052e-01,2.8106e+00,3.2792e+00,2.3928e+00,2.9512e+01
4.9300e+02,1.0000e+00,3.2999e+01,-1.4903e+05,-1.4904e+05,-6.1587e-01,-1.4904e+05,1.4132e-01,7.9936e+00,1.4935e+05,4.2273e+03,-1.1266e-02,-1.8508e+00,4.3563e-01,-6.0221e-01,1.9270e+00,4.1652e+00,3.7353e+00,2.8348e+01
4.9400e+02,3.0000e+00,3.2999e+01,-1.4901e+05,-1.4902e+05,-6.1711e-01,-1.4902e+05,1.4133e-01,7.9949e+00,1.4902e+05,4.2453e+03,2.7638e-01,-6.1820e-01,1.5809e+00,-4.4576e-01,2.7070e+00,3.9932e+00,4.3235e+00,3.1689e+01
4.9500e+02,1.0000e+00,3.3044e+01,-1.4863e+05,-1.4864e+05,-6.1836e-01,-1.4864e+05,1.4134e-01,7.9961e+00,1.4900e+05,4.2513e+03,-7.9314e-01,-1.8990e+00,-8.4813e-01,-1.2333e-01,3.7140e+00,1.6644e+00,3.3902e+00,3.1532e+01
4.9600e+02,2.0000e+00,3.3067e+01,-1.4737e+05,-1.4737e+05,-6.1961e-01,-1.4737e+05,1.4135e-01,7.9974e+00,1.4862e+05,4.2633e+03,2.5971e-01,-1.9660e+00,1.1270e+00,2.3557e+00,1.0602e+00,1.8726e+00,4.6579e+00,2.8737e+01
4.9700e+02,2.0000e+00,3.3089e+01,-1.4713e+05,-1.4714e+05,-6.2086e-01,-1.4714e+05,1.4137e-01,7.9986e+00,1.4736e+05,4.2748e+03,2.5367e-02,-1.3361e+00,1.0017e+00,7.2050e-01,2.7640e+00,3.1948e+00,4.3202e+00,3.1569e+01
4.9800e+02,3.0000e+00,3.3090e+01,-1.4703e+05,-1.4703e+05,-6.2211e-01,-1.4703e+05,1.4138e-01,7.9999e+00,1.4712e+05,4.2927e+03,-4.0897e-01,-1.7499e+00,5.4920e-02,-5.4422e-01,1.4167e+00,3.3540e+00,5.2575e+00,3.0504e+01
4.9900e+02,1.0000e+00,3.3134e+01,-1.4650e+05,-1.4651e+05,-6.2336e-01,-1.4651e+05,1.4139e-01,8.0011e+00,1.4702e+05,4.2987e+03,1.8319e-01,-1.9201e+00,-5.2329e-01,7.6095e-01,3.7808e+00,2.9261e+00,2.9772e+00,3.1315e+01
5.0000e+02,4.0000e+00,3.3113e+01,-1.4618e+05,-1.4618e+05,-6.2461e-01,-1.4618e+05,1.4140e-01,8.0024e+00,1.4649e+05,4.3227e+03,-6.3582e-03,-7.7263e-01,-5.4437e-01,1.7937e+00,1.7671e+00,2.9063e+00,2.1917e+00,2.8664e+01
5.0100e+02,1.0000e+00,3.3157e+01,-1.4594e+05,-1.4595e+05,-6.2586e-01,-1.4595e+05,1.4141e-01,8.0036e+00,1.4617e+05,4.3287e+03,-2.8461e-01,-1.2811e+00,2.6551e-01,3.1299e+00,7.5376e-01,4.9444e+00,5.2706e+00,3.1109e+01
5.0200e+02,1.0000e+00,3.3201e+01,-1.4567e+05,-1.4568e+05,-6.2711e-01,-1.4568e+05,1.4142e-01,8.0049e+00,1.4593e+05,4.3345e+03,2.4813e-01,-1.1094e+00,-1.5738e+00,2.3019e+00,1.5018e+00,3.3087e+00,3.5361e+00,3.0128e+01
5.0300e+02,3.0000e+00,3.3201e+01,-1.4558e+05,-1.4558e+05,-6.2836e-01,-1.4558e+05,1.4143e-01,8.0061e+00,1.4566e+05,4.3520e+03,7.0128e-02,-1.7065e+00,-1.1658e+00,2.1959e+00,1.2948e+00,1.6242e+00,3.0767e+00,2.8871e+01
5.0400e+02,1.0000e+00,3.3245e+01,-1.4556e+05,-1.4557e+05,-6.2961e-01,-1.4557e+05,1.4144e-01,8.0068e+00,1.4557e+05,4.3581e+03,-8.5445e-01,-6.0183e-01,-1.6533e+00,1.1099e+00,2.3635e+00,3.2538e+00,2.2362e+00,2.9499e+01
5.0500e+02,3.0000e+00,3.3246e+01,-1.4537e+05,-1.4538e+05,-6.3086e-01,-1.4538e+05,1.4145e-01,8.0086e+00,1.4556e+05,4.3758e+03,-6.1652e-01,-1.8375e+00,1.3384e+00,2.3961e+00,2.9227e+00,4.7662e+00,4.5700e+00,3.0273e+01
5.0600e+02,3.0000e+00,3.3246e+01,-1.4497e+05,-1.4498e+05,-6.3211e-01,-1.4498e+05,1.4146e-01,8.0099e+00,1.4536e+05,4.3933e+03,-1.3619e-01,-1.9463e+00,-1.7191e+00,3.0994e+00,3.4473e+00,1.9985e+00,3.3686e+00,2.8175e+01
5.0700e+02,3.0000e+00,3.3246e+01,-1.4491e+05,-1.4492e+05,-6.3335e-01,-1.4492e+05,1.4148e-01,8.0111e+00,1.4496e+05,4.4113e+03,-6.7417e-01,-1.3000e+00,1.9819e+00,9.2221e-01,9.6368e-01,1.3494e+00,3.3661e+00,2.9640e+01
5.0800e+02,4.0000e+00,3.3224e+01,-1.4484e+05,-1.4485e+05,-6.3460e-01,-1.4485e+05,1.4149e-01,8.0124e+00,1.4490e+05,4.4350e+03,1.2301e-01,-1.0707e+00,1.8595e+00,2.4952e+00,2.8707e+00,2.0869e+00,2.7636e+00,2.9967e+01
5.0900e+02,1.0000e+00,3.3268e+01,-1.4441e+05,-1.4442e+05,-6.3585e-01,-1.4442e+05,1.4150e-01,8.0136e+00,1.4483e+05,4.4409e+03,-8.9567e-01,-7.6256e-01,-1.2693e+00,6.3849e-01,3.5857e+00,4.3035e+00,4.6426e+00,2.9667e+01
5.1000e+02,2.0000e+00,3.3290e+01,-1.4391e+05,-1.4391e+05,-6.3710e-01,-1.4391e+05,1.4151e-01,8.0149e+00,1.4440e+05,4.4529e+03,2.7887e-01,-1.1842e+00,5.9620e-01,-1.7736e-01,1.5164e-02,1.7296e+00,4.9632e+00,2.9475e+01
5.1100e+02,2.0000e+00,3.3312e+01,-1.4390e+05,-1.4391e+05,-6.3835e-01,-1.4391e+05,1.4147e-01,8.0107e+00,1.4390e+05,4.4646e+03,-9.2146e-01,-1.7010e+00,7.8885e-01,2.6606e-01,8.7413e-01,3.5464e+00,2.0648e+00,3.0158e+01
5.1200e+02,2.0000e+00,3.3333e+01,-1.4380e+05,-1.4381e+05,-6.3960e-01,-1.4381e+05,1.4153e-01,8.0174e+00,1.4389e+05,4.4765e+03,2.6682e-01,-1.2894e+00,-7.9170e-02,3.1043e+00,2.8490e+00,3.0168e+00,2.9455e+00,3.0574e+01
5.1300e+02,1.0000e+00,3.3377e+01,-1.4365e+05,-1.4366e+05,-6.4085e-01,-1.4366e+05,1.4154e-01,8.0186e+00,1.4379e+05,4.4826e+03,2.0077e-01,-1.6279e+00,-4.3503e-01,2.4300e-01,1.5773e+00,3.4394e+00,2.6028e+00,2.9621e+01
5.1400e+02,3.0000e+00,3.3377e+01,-1.4336e+05,-1.4337e+05,-6.4210e-01,-1.4337e+05,1.4155e-01,8.0199e+00,1.4364e+05,4.5004e+03,9.5884e-02,-5.1636e-01,1.3527e+00,3.1844e+00,3.0961e+00,2.7875e+00,3.7958e+00,3.1026e+01
5.1500e+02,1.0000e+00,3.3420e+01,-1.4267e+05,-1.4268e+05,-6.4335e-01,-1.4268e+05,1.4156e-01,8.0211e+00,1.4335e+05,4.5062e+03,1.7854e-01,-7.0765e-01,-4.8811e-02,2.0080e+00,9.3533e-01,1.8886e+00,5.2176e+00,3.0081e+01
5.1600e+02,2.0000e+00,3.3441e+01,-1.4264e+05,-1.4265e+05,-6.4460e-01,-1.4265e+05,1.4157e-01,8.0224e+00,1.4266e+05,4.5180e+03,4.7650e-01,-1.6461e+00,2.0078e+00,-9.9004e-02,2.2106e+00,3.6103e+00,2.8451e+00,3.0288e+01
5.1700e+02,1.0000e+00,3.3484e+01,-1.4252e+05,-1.4253e+05,-6.4585e-01,-1.4253e+05,1.4159e-01,8.0236e+00,1.4264e+05,4.5238e+03,-2.6969e-01,-1.7140e+00,1.0141e+00,-1.6243e-01,3.2403e+00,4.7840e+00,2.0486e+00,2.9985e+01
5.1800e+02,2.0000e+00,3.3506e+01,-1.4198e+05,-1.4199e+05,-6.4710e-01,-1.4199e+05,1.4160e-01,8.0249e+00,1.4251e+05,4.5354e+03,-7.1123e-01,-1.2838e+00,-9.1439e-01,2.3101e+00,2.9835e+00,3.4656e+00,1.9372e+00,3.0568e+01
5.1900e+02,3.0000e+00,3.3505e+01,-1.4182e+05,-1.4183e+05,-6.4834e-01,-1.4183e+05,1.4161e-01,8.0261e+00,1.4197e+05,4.5531e+03,-5.0982e-01,-1.4148e+00,3.3319e-01,2.9634e+00,1.9287e+00,3.8354e+00,2.6119e+00,3.1214e+01
5.2000e+02,1.0000e+00,3.3548e+01,-1.4180e+05,-1.4181e+05,-6.4959e-01,-1.4181e+05,1.4162e-01,8.0273e+00,1.4182e+05,4.5591e+03,-7.7169e-01,-1.0186e+00,-1.2445e+00,1.0828e+00,3.8057e+00,1.6386e+00,2.1766e+00,2.8271e+01
5.2100e+02,5.0000e+00,3.3505e+01,-1.4141e+05,-1.4142e+05,-6.5084e-01,-1.4142e+05,1.4163e-01,8.0286e+00,1.4179e+05,4.5882e+03,-8.5504e-01,-1.0817e+00,4.5346e-01,7.4901e-01,1.8249e+00,3.2260e+00,2.0933e+00,2.9365e+01
5.2200e+02,1.0000e+00,3.3548e+01,-1.4121e+05,-1.4121e+05,-6.5209e-01,-1.4121e+05,1.4164e-01,8.0299e+00,1.4140e+05,4.5942e+03,-3.6651e-01,-1.8870e+00,1.0889e-01,1.1015e+00,1.4504e+00,4.7367e+00,2.3547e+00,2.9735e+01
5.2300e+02,3.0000e+00,3.3547e+01,-1.4103e+05,-1.4104e+05,-6.5334e-01,-1.4104e+05,1.4165e-01,8.0311e+00,1.4120e+05,4.6119e+03,-9.3111e-01,-1.4621e+00,1.5489e+00,2.8301e+00,5.7756e-01,2.8115e+00,5.3507e+00,3.0920e+01
5.2400e+02,1.0000e+00,3.3590e+01,-1.4103e+05,-1.4103e+05,-6.5459e-01,-1.4103e+05,1.4052e-01,7.9033e+00,1.4102e+05,4.6179e+03,-9.7792e-01,-1.8798e+00,-1.7644e+00,2.3637e+00,2.3264e+00,1.7703e+00,2.7644e+00,2.9095e+01
5.2500e+02,3.0000e+00,3.3589e+01,-1.4101e+05,-1.4102e+05,-6.5584e-01,-1.4102e+05,1.4167e-01,8.0336e+00,1.4102e+05,4.6356e+03,-2.8202e-01,-1.1802e+00,6.5388e-01,1.6282e+00,7.9002e-01,2.8594e+00,2.6311e+00,2.8775e+01
5.2600e+02,2.0000e+00,3.3610e+01,-1.4074e+05,-1.4075e+05,-6.5709e-01,-1.4075e+05,1.4168e-01,8.0348e+00,1.4100e+05,4.6474e+03,-4.2617e-01,-1.8583e+00,1.9400e+00,1.9310e-01,2.8560e+00,2.3506e+00,3.5508e+00,3.0340e+01
5.2700e+02,1.0000e+00,3.3653e+01,-1.4067e+05,-1.4068e+05,-6.5834e-01,-1.4068e+05,1.4170e-01,8.0361e+00,1.4073e+05,4.6534e+03,1.1886e-01,-1.3034e+00,2.0485e+00,2.3922e+00,3.1845e+00,3.2142e+00,4.5094e+00,2.8753e+01
5.2800e+02,1.0000e+00,3.3695e+01,-1.4052e+05,-1.4053e+05,-6.5959e-01,-1.4053e+05,1.4171e-01,8.0373e+00,1.4066e+05,4.6593e+03,3.4517e-01,-1.3286e+00,-8.2994e-01,1.8757e+00,8.5304e-01,1.1461e+00,2.9175e+00,2.8052e+01
5.2900e+02,1.0000e+00,3.3737e+01,-1.4030e+05,-1.4031e+05,-6.6084e-01,-1.4031e+05,1.4172e-01,8.0386e+00,1.4051e+05,4.6654e+03,-8.4949e-01,-1.0955e+00,-1.7377e-01,6.0743e-01,3.3453e+00,5.0995e+00,4.5098e+00,3.0901e+01
5.3000e+02,3.0000e+00,3.3736e+01,-1.4013e+05,-1.4013e+05,-6.6209e-01,-1.4013e+05,1.4173e-01,8.0398e+00,1.4030e+05,4.6837e+03,1.2757e-01,-6.0409e-01,-1.3334e+00,-3.3920e-01,7.0480e-01,1.9706e+00,3.5215e+00,2.8885e+01
5.3100e+02,1.0000e+00,3.3779e+01,-1.4002e+05,-1.4002e+05,-6.6334e-01,-1.4002e+05,1.4174e-01,8.0411e+00,1.4012e+05,4.6896e+03,-1.3618e-01,-1.6752e+00,2.0702e+00,2.2729e+00,2.8190e+00,1.9869e+00,2.0773e+00,2.9804e+01
5.3200e+02,1.0000e+00,3.3821e+01,-1.3998e+05,-1.3998e+05,-6.6458e-01,-1.3998e+05,1.4175e-01,8.0423e+00,1.4001e+05,4.6957e+03,-8.7340e-01,-6.5610e-01,1.5323e+00,1.5244e+00,1.0648e+00,2.4552e+00,4.4696e+00,3.1735e+01
5.3300e+02,1.0000e+00,3.3863e+01,-1.3961e+05,-1.3962e+05,-6.6583e-01,-1.3962e+05,1.4176e-01,8.0436e+00,1.3997e+05,4.7017e+03,4.7931e-01,-6.7461e-01,-8.4087e-02,1.7869e+00,2.7625e-01,3.0641e+00,3.5415e+00,2.9320e+01
5.3400e+02,1.0000e+00,3.3905e+01,-1.3959e+05,-1.3960e+05,-6.6708e-01,-1.3960e+05,1.4177e-01,8.0448e+00,1.3960e+05,4.7078e+03,8.6684e-02,-1.6456e+00,5.7517e-01,7.8272e-01,2.0879e-01,2.5711e+00,4.4329e+00,3.1472e+01
5.3500e+02,2.0000e+00,3.3925e+01,-1.3948e+05,-1.3948e+05,-6.6833e-01,-1.3948e+05,1.4178e-01,8.0461e+00,1.3958e+05,4.7208e+03,-3.0036e-01,-1.9358e+00,1.6679e+00,9.1812e-01,3.5861e+00,2.0964e+00,5.1066e+00,3.0246e+01
5.3600e+02,3.0000e+00,3.3924e+01,-1.3942e+05,-1.3943e+05,-6.6958e-01,-1.3943e+05,1.4179e-01,8.0473e+00,1.3947e+05,4.7388e+03,-8.9987e-02,-7.6676e-01,7.4555e-01,-2.6209e-01,1.0198e+00,5.0556e+00,3.6627e+00,3.0297e+01
5.3700e+02,2.0000e+00,3.3944e+01,-1.3905e+05,-1.3906e+05,-6.7083e-01,-1.3906e+05,1.4181e-01,8.0486e+00,1.3941e+05,4.7513e+03,-5.2703e-01,-1.8126e+00,7.0879e-01,1.6977e+00,1.8759e+00,2.2565e+00,4.2584e+00,3.1366e+01
5.3800e+02,1.0000e+00,3.3986e+01,-1.3899e+05,-1.3900e+05,-6.7208e-01,-1.3900e+05,1.4182e-01,8.0498e+00,1.3904e+05,4.7573e+03,-6.6678e-01,-1.5617e+00,2.9491e-01,2.7724e+00,3.7124e+00,4.9358e+00,5.4510e+00,3.1619e+01
5.3900e+02,1.0000e+00,3.4028e+01,-1.3890e+05,-1.3891e+05,-6.7333e-01,-1.3891e+05,1.4183e-01,8.0511e+00,1.3898e+05,4.7676e+03,4.9885e-01,-1.9233e+00,1.0469e+00,-6.2814e-01,2.2238e+00,5.0188e+00,3.2354e+00,3.0083e+01
5.4000e+02,1.0000e+00,3.4069e+01,-1.3878e+05,-1.3879e+05,-6.7458e-01,-1.3879e+05,1.4184e-01,8.0523e+00,1.3889e+05,4.7737e+03,-5.5240e-01,-1.0993e+00,-4.5898e-01,8.4701e-01,2.1851e+00,2.0263e+00,3.6225e+00,2.9806e+01
5.4100e+02,2.0000e+00,3.4089e+01,-1.3872e+05,-1.3873e+05,-6.7583e-01,-1.3873e+05,1.4185e-01,8.0536e+00,1.3877e+05,4.7858e+03,-5.9414e-01,-1.6600e+00,8.2572e-01,1.4406e+00,1.7314e+00,4.2291e+00,4.5031e+00,2.9422e+01
5.4200e+02,1.0000e+00,3.4131e+01,-1.3845e+05,-1.3846e+05,-6.7708e-01,-1.3846e+05,1.4186e-01,8.0548e+00,1.3871e+05,4.7918e+03,-9.5524e-01,-1.3881e+00,4.0381e-01,1.1914e+00,7.0401e-02,1.4064e+00,3.9651e+00,3.0594e+01
5.4300e+02,1.0000e+00,3.4172e+01,-1.3833e+05,-1.3834e+05,-6.7833e-01,-1.3834e+05,1.4187e-01,8.0561e+00,1.3844e+05,4.7980e+03,-5.7488e-01,-1.3731e+00,2.0770e-01,1.5460e+00,3.6487e+00,4.0060e+00,3.9061e+00,2.8943e+01
5.4400e+02,5.0000e+00,3.4128e+01,-1.3832e+05,-1.3832e+05,-6.7958e-01,-1.3832e+05,1.4188e-01,8.0573e+00,1.3832e+05,4.8280e+03,-7.0985e-01,-8.8993e-01,2.0606e+00,1.3298e+00,1.5965e+00,1.2007e+00,3.9648e+00,3.0746e+01
5.4500e+02,1.0000e+00,3.4169e+01,-1.3811e+05,-1.3811e+05,-6.8082e-01,-1.3811e+05,1.4189e-01,8.0586e+00,1.3831e+05,4.8341e+03,-7.9400e-01,-1.7870e+00,8.8876e-01,-3.0243e-01,2.9044e+00,2.9256e+00,4.7120e+00,2.9427e+01
5.4600e+02,2.0000e+00,3.4189e+01,-1.3811e+05,-1.3811e+05,-6.8207e-01,-1.3811e+05,1.3239e-01,7.0151e+00,1.3810e+05,4.8464e+03,-5.4232e-01,-1.1635e+00,9.2330e-01,2.1413e+00,2.7065e+00,2.6184e+00,1.9972e+00,2.9345e+01
5.4700e+02,1.0000e+00,3.4230e+01,-1.3800e+05,-1.3801e+05,-6.8332e-01,-1.3801e+05,1.4192e-01,8.0611e+00,1.3810e+05,4.8525e+03,-8.4567e-02,-1.3007e+00,-6.1158e-01,2.9514e+00,3.7081e+00,1.5445e+00,3.0585e+00,2.8282e+01
5.4800e+02,1.0000e+00,3.4271e+01,-1.3797e+05,-1.3798e+05,-6.8457e-01,-1.3798e+05,1.4193e-01,8.0623e+00,1.3799e+05,4.8586e+03,-5.0550e-01,-1.2455e+00,-1.3187e+00,1.6950e+00,2.1400e+00,1.1356e+00,4.4053e+00,3.1648e+01
5.4900e+02,5.0000e+00,3.4227e+01,-1.3785e+05,-1.3786e+05,-6.8582e-01,-1.3786e+05,1.4194e-01,8.0636e+00,1.3796e+05,4.8893e+03,-8.6566e-01,-1.8186e+00,3.3712e-01,1.5531e+00,-1.1476e-01,2.6479e+00,5.7204e+00,3.1871e+01
5.5000e+02,1.0000e+00,3.4268e+01,-1.3772e+05,-1.3773e+05,-6.8707e-01,-1.3773e+05,1.4195e-01,8.0648e+00,1.3784e+05,4.8957e+03,-5.6956e-01,-1.6068e+00,-1.5014e+00,-7.2508e-01,9.5365e-01,1.2438e+00,3.8070e+00,3.0163e+01
5.5100e+02,1.0000e+00,3.4309e+01,-1.3756e+05,-1.3757e+05,-6.8832e-01,-1.3757e+05,1.4196e-01,8.0661e+00,1.3771e+05,4.9019e+03,4.6984e-01,-1.9063e+00,9.4559e-01,-7.1738e-01,6.0107e-01,2.6655e+00,3.0158e+00,2.8392e+01
5.5200e+02,1.0000e+00,3.4350e+01,-1.3752e+05,-1.3753e+05,-6.8957e-01,-1.3753e+05,1.4197e-01,8.0673e+00,1.3755e+05,4.9077e+03,1.9698e-01,-9.5539e-01,1.2434e+00,2.3391e+00,9.5335e-02,4.5667e+00,4.0615e+00,2.9214e+01
5.5300e+02,2.0000e+00,3.4369e+01,-1.3725e+05,-1.3725e+05,-6.9082e-01,-1.3725e+05,1.4198e-01,8.0686e+00,1.3751e+05,4.9199e+03,-6.9653e-01,-1.7276e+00,-1.0053e+00,3.0963e+00,3.8758e+00,1.1933e+00,2.6462e+00,3.1839e+01
5.5400e+02,1.0000e+00,3.4410e+01,-1.3720e+05,-1.3721e+05,-6.9207e-01,-1.3721e+05,1.4199e-01,8.0698e+00,1.3724e+05,4.9269e+03,3.6856e-01,-1.6811e+00,-4.7771e-01,3.1280e-01,3.4497e+00,4.3984e+00,2.9821e+00,2.8828e+01
5.5500e+02,6.0000e+00,3.4344e+01,-1.3697e+05,-1.3698e+05,-6.9332e-01,-1.3698e+05,1.4200e-01,8.0711e+00,1.3719e+05,4.9636e+03,-7.4177e-01,-1.2671e+00,-2.0829e-01,-5.5200e-01,9.7140e-01,2.9310e+00,2.9760e+00,2.9037e+01
5.5600e+02,2.0000e+00,3.4363e+01,-1.3673e+05,-1.3674e+05,-6.9457e-01,-1.3674e+05,1.4201e-01,8.0723e+00,1.3696e+05,4.9752e+03,-1.3408e-01,-1.0779e+00,1.5194e+00,4.9781e-01,3.5965e+00,4.0694e+00,3.8678e+00,3.1869e+01
5.5700e+02,1.0000e+00,3.4404e+01,-1.3672e+05,-1.3673e+05,-6.9582e-01,-1.3673e+05,1.4199e-01,8.0692e+00,1.3672e+05,4.9812e+03,-4.8804e-01,-1.6893e+00,1.6702e+00,2.5519e+00,6.3022e-01,1.2874e+00,2.7493e+00,2.9202e+01
5.5800e+02,3.0000e+00,3.4402e+01,-1.3627e+05,-1.3628e+05,-6.9706e-01,-1.3628e+05,1.4204e-01,8.0748e+00,1.3671e+05,4.9990e+03,7.4964e-02,-1.0546e+00,1.4195e+00,3.0418e+00,1.8285e+00,1.4978e+00,2.7564e+00,3.0038e+01
5.5900e+02,1.0000e+00,3.4442e+01,-1.3619e+05,-1.3620e+05,-6.9831e-01,-1.3620e+05,1.4205e-01,8.0761e+00,1.3626e+05,5.0051e+03,2.4537e-01,-8.8285e-01,5.7960e-01,1.2377e+00,1.8257e+00,2.1756e+00,4.3556e+00,3.1014e+01
5.6000e+02,1.0000e+00,3.4483e+01,-1.3610e+05,-1.3611e+05,-6.9956e-01,-1.3611e+05,1.4206e-01,8.0773e+00,1.3618e+05,5.0112e+03,-8.5682e-01,-1.8159e+00,1.3120e+00,1.4246e+00,2.6019e+00,3.1831e+00,3.4414e+00,3.0227e+01
5.6100e+02,1.0000e+00,3.4523e+01,-1.3560e+05,-1.3561e+05,-7.0081e-01,-1.3561e+05,1.4207e-01,8.0786e+00,1.3609e+05,5.0172e+03,3.8464e-01,-1.7642e+00,2.1663e+00,2.3807e+00,2.1729e+00,4.4046e+00,2.2528e+00,3.1890e+01
5.6200e+02,2.0000e+00,3.4542e+01,-1.3538e+05,-1.3539e+05,-7.0206e-01,-1.3539e+05,1.4208e-01,8.0798e+00,1.3559e+05,5.0293e+03,-5.7512e-01,-1.4777e+00,9.5429e-01,2.5539e+00,3.4940e+00,3.8719e+00,2.4095e+00,2.8534e+01
5.6300e+02,1.0000e+00,3.4582e+01,-1.3523e+05,-1.3524e+05,-7.0331e-01,-1.3524e+05,1.4209e-01,8.0811e+00,1.3537e+05,5.0353e+03,-6.6139e-01,-1.4559e+00,-1.1729e-01,3.0447e+00,2.1938e+00,1.8556e+00,4.3215e+00,3.1735e+01
5.6400e+02,1.0000e+00,3.4622e+01,-1.3505e+05,-1.3506e+05,-7.0456e-01,-1.3506e+05,1.4210e-01,8.0823e+00,1.3522e+05,5.0411e+03,-3.7610e-01,-1.1097e+00,-7.4534e-01,-3.7337e-01,2.9894e+00,2.1458e+00,2.7042e+00,2.9384e+01
5.6500e+02,2.0000e+00,3.4641e+01,-1.3469e+05,-1.3470e+05,-7.0581e-01,-1.3470e+05,1.4211e-01,8.0836e+00,1.3505e+05,5.0530e+03,4.6898e-01,-6.5387e-01,2.7930e-01,1.9147e+00,2.5829e+00,4.2496e+00,3.2157e+00,3.1100e+01
5.6600e+02,1.0000e+00,3.4681e+01,-1.3455e+05,-1.3455e+05,-7.0706e-01,-1.3455e+05,1.4212e-01,8.0848e+00,1.3468e+05,5.0588e+03,2.9223e-02,-1.1944e+00,-3.6766e-01,2.4345e+00,3.7681e+00,3.3997e+00,4.3160e+00,2.8944e+01
5.6700e+02,3.0000e+00,3.4679e+01,-1.3448e+05,-1.3449e+05,-7.0831e-01,-1.3449e+05,1.4214e-01,8.0861e+00,1.3454e+05,5.0766e+03,4.5885e-01,-6.6063e-01,2.2451e-01,1.2227e+00,1.2709e+00,1.7569e+00,5.1036e+00,2.9792e+01
